,Date,Open
750,"Apr 06, 2016",424.28
751,"Apr 05, 2016",421.02
752,"Apr 04, 2016",421.30
753,"Apr 03, 2016",421.17
754,"Apr 02, 2016",418.42
755,"Apr 01, 2016",416.76
756,"Mar 31, 2016",415.26
757,"Mar 30, 2016",416.83
758,"Mar 29, 2016",424.30
759,"Mar 28, 2016",426.55
760,"Mar 27, 2016",418.14
761,"Mar 26, 2016",417.37
762,"Mar 25, 2016",416.51
763,"Mar 24, 2016",418.42
764,"Mar 23, 2016",418.16
765,"Mar 22, 2016",413.13
766,"Mar 21, 2016",413.42
767,"Mar 20, 2016",410.40
768,"Mar 19, 2016",409.27
769,"Mar 18, 2016",420.55
770,"Mar 17, 2016",417.89
771,"Mar 16, 2016",416.89
772,"Mar 15, 2016",416.39
773,"Mar 14, 2016",414.20
774,"Mar 13, 2016",411.65
775,"Mar 12, 2016",421.61
776,"Mar 11, 2016",417.24
777,"Mar 10, 2016",414.74
778,"Mar 09, 2016",413.89
779,"Mar 08, 2016",414.47
780,"Mar 07, 2016",407.76
781,"Mar 06, 2016",400.53
782,"Mar 05, 2016",410.78
783,"Mar 04, 2016",421.84
784,"Mar 03, 2016",423.91
785,"Mar 02, 2016",435.13
786,"Mar 01, 2016",437.92
787,"Feb 29, 2016",433.44
788,"Feb 28, 2016",432.57
789,"Feb 27, 2016",432.84
790,"Feb 26, 2016",424.63
791,"Feb 25, 2016",425.04
792,"Feb 24, 2016",420.96
793,"Feb 23, 2016",438.26
794,"Feb 22, 2016",438.99
795,"Feb 21, 2016",437.77
796,"Feb 20, 2016",421.60
797,"Feb 19, 2016",422.73
798,"Feb 18, 2016",416.57
799,"Feb 17, 2016",407.66
800,"Feb 16, 2016",401.43
801,"Feb 15, 2016",407.57
802,"Feb 14, 2016",392.93
803,"Feb 13, 2016",384.64
804,"Feb 12, 2016",379.69
805,"Feb 11, 2016",382.11
806,"Feb 10, 2016",376.15
807,"Feb 09, 2016",373.42
808,"Feb 08, 2016",376.76
809,"Feb 07, 2016",376.51
810,"Feb 06, 2016",386.59
811,"Feb 05, 2016",388.90
812,"Feb 04, 2016",370.17
813,"Feb 03, 2016",374.65
814,"Feb 02, 2016",372.92
815,"Feb 01, 2016",369.35
816,"Jan 31, 2016",378.29
817,"Jan 30, 2016",378.87
818,"Jan 29, 2016",380.11
819,"Jan 28, 2016",395.15
820,"Jan 27, 2016",392.44
821,"Jan 26, 2016",392.00
822,"Jan 25, 2016",402.32
823,"Jan 24, 2016",388.10
824,"Jan 23, 2016",382.43
825,"Jan 22, 2016",409.75
826,"Jan 21, 2016",419.63
827,"Jan 20, 2016",379.74
828,"Jan 19, 2016",387.03
829,"Jan 18, 2016",381.73
830,"Jan 17, 2016",387.15
831,"Jan 16, 2016",365.07
832,"Jan 15, 2016",430.26
833,"Jan 14, 2016",432.29
834,"Jan 13, 2016",434.67
835,"Jan 12, 2016",448.18
836,"Jan 11, 2016",448.70
837,"Jan 10, 2016",448.24
838,"Jan 09, 2016",453.38
839,"Jan 08, 2016",457.54
840,"Jan 07, 2016",430.01
841,"Jan 06, 2016",431.86
842,"Jan 05, 2016",433.07
843,"Jan 04, 2016",430.06
844,"Jan 03, 2016",433.58
845,"Jan 02, 2016",434.62
846,"Jan 01, 2016",430.72
847,"Dec 31, 2015",425.88
848,"Dec 30, 2015",433.30
849,"Dec 29, 2015",422.10
850,"Dec 28, 2015",423.34
851,"Dec 27, 2015",416.51
852,"Dec 26, 2015",455.76
853,"Dec 25, 2015",454.86
854,"Dec 24, 2015",443.09
855,"Dec 23, 2015",436.72
856,"Dec 22, 2015",437.44
857,"Dec 21, 2015",442.84
858,"Dec 20, 2015",462.23
859,"Dec 19, 2015",463.55
860,"Dec 18, 2015",455.85
861,"Dec 17, 2015",454.78
862,"Dec 16, 2015",465.21
863,"Dec 15, 2015",443.88
864,"Dec 14, 2015",433.27
865,"Dec 13, 2015",431.66
866,"Dec 12, 2015",452.34
867,"Dec 11, 2015",415.28
868,"Dec 10, 2015",417.99
869,"Dec 09, 2015",414.44
870,"Dec 08, 2015",395.75
871,"Dec 07, 2015",389.98
872,"Dec 06, 2015",389.56
873,"Dec 05, 2015",363.72
874,"Dec 04, 2015",361.26
875,"Dec 03, 2015",359.33
876,"Dec 02, 2015",361.85
877,"Dec 01, 2015",377.41
878,"Nov 30, 2015",371.44
879,"Nov 29, 2015",357.47
880,"Nov 28, 2015",357.14
881,"Nov 27, 2015",351.86
882,"Nov 26, 2015",328.30
883,"Nov 25, 2015",320.05
884,"Nov 24, 2015",323.01
885,"Nov 23, 2015",324.35
886,"Nov 22, 2015",326.98
887,"Nov 21, 2015",322.09
888,"Nov 20, 2015",326.41
889,"Nov 19, 2015",334.68
890,"Nov 18, 2015",334.59
891,"Nov 17, 2015",330.36
892,"Nov 16, 2015",319.74
893,"Nov 15, 2015",333.05
894,"Nov 14, 2015",336.62
895,"Nov 13, 2015",338.50
896,"Nov 12, 2015",314.08
897,"Nov 11, 2015",339.82
898,"Nov 10, 2015",379.98
899,"Nov 09, 2015",374.32
900,"Nov 08, 2015",384.28
901,"Nov 07, 2015",374.27
902,"Nov 06, 2015",388.05
903,"Nov 05, 2015",408.08
904,"Nov 04, 2015",403.66
905,"Nov 03, 2015",361.87
906,"Nov 02, 2015",325.94
907,"Nov 01, 2015",315.01
908,"Oct 31, 2015",328.51
909,"Oct 30, 2015",313.94
910,"Oct 29, 2015",304.32
911,"Oct 28, 2015",293.70
912,"Oct 27, 2015",285.18
913,"Oct 26, 2015",283.63
914,"Oct 25, 2015",281.45
915,"Oct 24, 2015",276.50
916,"Oct 23, 2015",273.65
917,"Oct 22, 2015",266.50
918,"Oct 21, 2015",269.31
919,"Oct 20, 2015",263.57
920,"Oct 19, 2015",261.86
921,"Oct 18, 2015",270.91
922,"Oct 17, 2015",262.75
923,"Oct 16, 2015",254.30
924,"Oct 15, 2015",252.11
925,"Oct 14, 2015",249.49
926,"Oct 13, 2015",245.20
927,"Oct 12, 2015",246.88
928,"Oct 11, 2015",244.74
929,"Oct 10, 2015",243.74
930,"Oct 09, 2015",242.50
931,"Oct 08, 2015",243.08
932,"Oct 07, 2015",246.17
933,"Oct 06, 2015",240.36
934,"Oct 05, 2015",238.15
935,"Oct 04, 2015",238.53
936,"Oct 03, 2015",237.20
937,"Oct 02, 2015",237.26
938,"Oct 01, 2015",236.00
939,"Sep 30, 2015",236.64
940,"Sep 29, 2015",239.02
941,"Sep 28, 2015",232.84
942,"Sep 27, 2015",234.14
943,"Sep 26, 2015",235.08
944,"Sep 25, 2015",234.36
945,"Sep 24, 2015",230.36
946,"Sep 23, 2015",230.94
947,"Sep 22, 2015",226.97
948,"Sep 21, 2015",231.22
949,"Sep 20, 2015",231.40
950,"Sep 19, 2015",232.86
951,"Sep 18, 2015",233.52
952,"Sep 17, 2015",229.08
953,"Sep 16, 2015",230.25
954,"Sep 15, 2015",230.49
955,"Sep 14, 2015",230.61
956,"Sep 13, 2015",235.24
957,"Sep 12, 2015",239.86
958,"Sep 11, 2015",238.33
959,"Sep 10, 2015",238.34
960,"Sep 09, 2015",243.42
961,"Sep 08, 2015",239.85
962,"Sep 07, 2015",239.93
963,"Sep 06, 2015",234.87
964,"Sep 05, 2015",230.20
965,"Sep 04, 2015",227.22
966,"Sep 03, 2015",229.32
967,"Sep 02, 2015",228.03
968,"Sep 01, 2015",230.26
969,"Aug 31, 2015",229.11
970,"Aug 30, 2015",229.90
971,"Aug 29, 2015",231.55
972,"Aug 28, 2015",224.70
973,"Aug 27, 2015",226.05
974,"Aug 26, 2015",222.08
975,"Aug 25, 2015",210.07
976,"Aug 24, 2015",228.11
977,"Aug 23, 2015",230.38
978,"Aug 22, 2015",232.66
979,"Aug 21, 2015",235.36
980,"Aug 20, 2015",226.90
981,"Aug 19, 2015",225.67
982,"Aug 18, 2015",257.93
983,"Aug 17, 2015",258.49
984,"Aug 16, 2015",261.87
985,"Aug 15, 2015",265.53
986,"Aug 14, 2015",264.13
987,"Aug 13, 2015",266.18
988,"Aug 12, 2015",270.60
989,"Aug 11, 2015",264.34
990,"Aug 10, 2015",265.48
991,"Aug 09, 2015",261.12
992,"Aug 08, 2015",279.74
993,"Aug 07, 2015",278.74
994,"Aug 06, 2015",281.91
995,"Aug 05, 2015",284.85
996,"Aug 04, 2015",281.23
997,"Aug 03, 2015",282.81
998,"Aug 02, 2015",280.45
999,"Aug 01, 2015",284.69
1000,"Jul 31, 2015",287.70
1001,"Jul 30, 2015",289.10
1002,"Jul 29, 2015",294.48
1003,"Jul 28, 2015",293.63
1004,"Jul 27, 2015",292.64
1005,"Jul 26, 2015",288.64
1006,"Jul 25, 2015",288.16
1007,"Jul 24, 2015",276.01
1008,"Jul 23, 2015",277.34
1009,"Jul 22, 2015",275.66
1010,"Jul 21, 2015",278.88
1011,"Jul 20, 2015",273.50
1012,"Jul 19, 2015",274.77
1013,"Jul 18, 2015",279.33
1014,"Jul 17, 2015",278.09
1015,"Jul 16, 2015",286.04
1016,"Jul 15, 2015",288.05
1017,"Jul 14, 2015",292.03
1018,"Jul 13, 2015",310.83
1019,"Jul 12, 2015",293.14
1020,"Jul 11, 2015",284.88
1021,"Jul 10, 2015",269.16
1022,"Jul 09, 2015",270.83
1023,"Jul 08, 2015",265.98
1024,"Jul 07, 2015",269.96
1025,"Jul 06, 2015",271.11
1026,"Jul 05, 2015",260.81
1027,"Jul 04, 2015",256.49
1028,"Jul 03, 2015",255.46
1029,"Jul 02, 2015",258.55
1030,"Jul 01, 2015",263.35
1031,"Jun 30, 2015",257.04
1032,"Jun 29, 2015",248.72
1033,"Jun 28, 2015",250.96
1034,"Jun 27, 2015",243.55
1035,"Jun 26, 2015",242.60
1036,"Jun 25, 2015",240.37
1037,"Jun 24, 2015",244.28
1038,"Jun 23, 2015",246.93
1039,"Jun 22, 2015",243.97
1040,"Jun 21, 2015",245.10
1041,"Jun 20, 2015",244.53
1042,"Jun 19, 2015",249.04
1043,"Jun 18, 2015",249.43
1044,"Jun 17, 2015",250.82
1045,"Jun 16, 2015",236.77
1046,"Jun 15, 2015",233.42
1047,"Jun 14, 2015",232.44
1048,"Jun 13, 2015",229.92
1049,"Jun 12, 2015",229.71
1050,"Jun 11, 2015",228.86
1051,"Jun 10, 2015",229.00
1052,"Jun 09, 2015",228.54
1053,"Jun 08, 2015",222.88
1054,"Jun 07, 2015",225.60
1055,"Jun 06, 2015",225.01
1056,"Jun 05, 2015",224.15
1057,"Jun 04, 2015",225.77
1058,"Jun 03, 2015",225.74
1059,"Jun 02, 2015",222.89
1060,"Jun 01, 2015",230.23
1061,"May 31, 2015",233.14
1062,"May 30, 2015",237.09
1063,"May 29, 2015",237.38
1064,"May 28, 2015",237.26
1065,"May 27, 2015",237.07
1066,"May 26, 2015",237.10
1067,"May 25, 2015",240.93
1068,"May 24, 2015",238.98
1069,"May 23, 2015",240.29
1070,"May 22, 2015",235.32
1071,"May 21, 2015",234.02
1072,"May 20, 2015",231.89
1073,"May 19, 2015",233.04
1074,"May 18, 2015",236.89
1075,"May 17, 2015",236.01
1076,"May 16, 2015",237.64
1077,"May 15, 2015",236.96
1078,"May 14, 2015",236.21
1079,"May 13, 2015",241.40
1080,"May 12, 2015",242.15
1081,"May 11, 2015",240.30
1082,"May 10, 2015",241.73
1083,"May 09, 2015",243.77
1084,"May 08, 2015",237.20
1085,"May 07, 2015",229.66
1086,"May 06, 2015",236.25
1087,"May 05, 2015",238.85
1088,"May 04, 2015",240.36
1089,"May 03, 2015",234.88
1090,"May 02, 2015",232.34
1091,"May 01, 2015",235.94
1092,"Apr 30, 2015",225.69
1093,"Apr 29, 2015",225.59
1094,"Apr 28, 2015",228.97
1095,"Apr 27, 2015",219.43
1096,"Apr 26, 2015",226.41
1097,"Apr 25, 2015",231.24
1098,"Apr 24, 2015",235.97
1099,"Apr 23, 2015",234.05
1100,"Apr 22, 2015",235.60
1101,"Apr 21, 2015",224.62
1102,"Apr 20, 2015",222.61
1103,"Apr 19, 2015",223.46
1104,"Apr 18, 2015",222.85
1105,"Apr 17, 2015",228.58
1106,"Apr 16, 2015",223.92
1107,"Apr 15, 2015",219.07
1108,"Apr 14, 2015",224.76
1109,"Apr 13, 2015",235.95
1110,"Apr 12, 2015",236.54
1111,"Apr 11, 2015",236.02
1112,"Apr 10, 2015",243.69
1113,"Apr 09, 2015",244.75
1114,"Apr 08, 2015",253.06
1115,"Apr 07, 2015",255.27
1116,"Apr 06, 2015",260.72
1117,"Apr 05, 2015",253.76
1118,"Apr 04, 2015",254.29
1119,"Apr 03, 2015",253.07
1120,"Apr 02, 2015",247.09
1121,"Apr 01, 2015",244.22
1122,"Mar 31, 2015",247.45
1123,"Mar 30, 2015",242.88
1124,"Mar 29, 2015",252.74
1125,"Mar 28, 2015",246.98
1126,"Mar 27, 2015",248.57
1127,"Mar 26, 2015",246.28
1128,"Mar 25, 2015",247.47
1129,"Mar 24, 2015",266.58
1130,"Mar 23, 2015",267.90
1131,"Mar 22, 2015",259.92
1132,"Mar 21, 2015",261.64
1133,"Mar 20, 2015",260.96
1134,"Mar 19, 2015",255.88
1135,"Mar 18, 2015",285.07
1136,"Mar 17, 2015",290.60
1137,"Mar 16, 2015",285.69
1138,"Mar 15, 2015",281.43
1139,"Mar 14, 2015",284.44
1140,"Mar 13, 2015",294.12
1141,"Mar 12, 2015",296.13
1142,"Mar 11, 2015",291.53
1143,"Mar 10, 2015",289.86
1144,"Mar 09, 2015",274.81
1145,"Mar 08, 2015",276.43
1146,"Mar 07, 2015",272.29
1147,"Mar 06, 2015",275.60
1148,"Mar 05, 2015",272.74
1149,"Mar 04, 2015",281.99
1150,"Mar 03, 2015",275.05
1151,"Mar 02, 2015",260.36
1152,"Mar 01, 2015",254.28
1153,"Feb 28, 2015",253.52
1154,"Feb 27, 2015",236.44
1155,"Feb 26, 2015",237.34
1156,"Feb 25, 2015",238.89
1157,"Feb 24, 2015",239.00
1158,"Feb 23, 2015",236.00
1159,"Feb 22, 2015",244.54
1160,"Feb 21, 2015",243.75
1161,"Feb 20, 2015",240.25
1162,"Feb 19, 2015",236.41
1163,"Feb 18, 2015",243.78
1164,"Feb 17, 2015",233.42
1165,"Feb 16, 2015",234.83
1166,"Feb 15, 2015",257.51
1167,"Feb 14, 2015",235.53
1168,"Feb 13, 2015",221.97
1169,"Feb 12, 2015",219.21
1170,"Feb 11, 2015",219.73
1171,"Feb 10, 2015",220.28
1172,"Feb 09, 2015",223.39
1173,"Feb 08, 2015",227.69
1174,"Feb 07, 2015",222.63
1175,"Feb 06, 2015",216.92
1176,"Feb 05, 2015",227.67
1177,"Feb 04, 2015",227.51
1178,"Feb 03, 2015",237.45
1179,"Feb 02, 2015",226.49
1180,"Feb 01, 2015",216.87
1181,"Jan 31, 2015",226.44
1182,"Jan 30, 2015",232.77
1183,"Jan 29, 2015",233.35
1184,"Jan 28, 2015",263.35
1185,"Jan 27, 2015",273.17
1186,"Jan 26, 2015",254.08
1187,"Jan 25, 2015",247.35
1188,"Jan 24, 2015",232.70
1189,"Jan 23, 2015",233.52
1190,"Jan 22, 2015",227.32
1191,"Jan 21, 2015",211.38
1192,"Jan 20, 2015",212.91
1193,"Jan 19, 2015",211.47
1194,"Jan 18, 2015",200.05
1195,"Jan 17, 2015",207.83
1196,"Jan 16, 2015",209.07
1197,"Jan 15, 2015",176.90
1198,"Jan 14, 2015",223.89
1199,"Jan 13, 2015",267.39
1200,"Jan 12, 2015",266.15
1201,"Jan 11, 2015",274.61
1202,"Jan 10, 2015",287.30
1203,"Jan 09, 2015",282.38
1204,"Jan 08, 2015",294.14
1205,"Jan 07, 2015",286.08
1206,"Jan 06, 2015",274.61
1207,"Jan 05, 2015",265.08
1208,"Jan 04, 2015",281.15
1209,"Jan 03, 2015",314.85
1210,"Jan 02, 2015",314.08
1211,"Jan 01, 2015",320.44
1212,"Dec 31, 2014",310.91
1213,"Dec 30, 2014",312.72
1214,"Dec 29, 2014",317.70
1215,"Dec 28, 2014",316.16
1216,"Dec 27, 2014",327.58
1217,"Dec 26, 2014",319.15
1218,"Dec 25, 2014",322.29
1219,"Dec 24, 2014",334.39
1220,"Dec 23, 2014",332.02
1221,"Dec 22, 2014",321.07
1222,"Dec 21, 2014",329.54
1223,"Dec 20, 2014",317.62
1224,"Dec 19, 2014",311.18
1225,"Dec 18, 2014",319.79
1226,"Dec 17, 2014",326.86
1227,"Dec 16, 2014",345.67
1228,"Dec 15, 2014",351.36
1229,"Dec 14, 2014",346.73
1230,"Dec 13, 2014",352.38
1231,"Dec 12, 2014",350.83
1232,"Dec 11, 2014",344.34
1233,"Dec 10, 2014",352.21
1234,"Dec 09, 2014",361.90
1235,"Dec 08, 2014",374.97
1236,"Dec 07, 2014",374.84
1237,"Dec 06, 2014",376.76
1238,"Dec 05, 2014",369.44
1239,"Dec 04, 2014",375.72
1240,"Dec 03, 2014",381.72
1241,"Dec 02, 2014",379.25
1242,"Dec 01, 2014",378.25
1243,"Nov 30, 2014",375.51
1244,"Nov 29, 2014",376.15
1245,"Nov 28, 2014",369.37
1246,"Nov 27, 2014",370.50
1247,"Nov 26, 2014",376.02
1248,"Nov 25, 2014",376.89
1249,"Nov 24, 2014",366.95
1250,"Nov 23, 2014",353.18
1251,"Nov 22, 2014",351.60
1252,"Nov 21, 2014",357.88
1253,"Nov 20, 2014",380.31
1254,"Nov 19, 2014",373.90
1255,"Nov 18, 2014",387.79
1256,"Nov 17, 2014",388.35
1257,"Nov 16, 2014",374.73
1258,"Nov 15, 2014",399.65
1259,"Nov 14, 2014",418.42
1260,"Nov 13, 2014",427.27
1261,"Nov 12, 2014",367.99
1262,"Nov 11, 2014",365.86
1263,"Nov 10, 2014",362.27
1264,"Nov 09, 2014",345.38
1265,"Nov 08, 2014",342.15
1266,"Nov 07, 2014",349.82
1267,"Nov 06, 2014",339.46
1268,"Nov 05, 2014",330.68
1269,"Nov 04, 2014",327.16
1270,"Nov 03, 2014",325.57
1271,"Nov 02, 2014",326.08
1272,"Nov 01, 2014",338.65
1273,"Oct 31, 2014",345.01
1274,"Oct 30, 2014",335.71
1275,"Oct 29, 2014",357.09
1276,"Oct 28, 2014",353.22
1277,"Oct 27, 2014",354.78
1278,"Oct 26, 2014",347.49
1279,"Oct 25, 2014",358.61
1280,"Oct 24, 2014",358.59
1281,"Oct 23, 2014",382.96
1282,"Oct 22, 2014",386.12
1283,"Oct 21, 2014",382.42
1284,"Oct 20, 2014",389.23
1285,"Oct 19, 2014",391.25
1286,"Oct 18, 2014",383.98
1287,"Oct 17, 2014",382.76
1288,"Oct 16, 2014",394.52
1289,"Oct 15, 2014",400.96
1290,"Oct 14, 2014",391.69
1291,"Oct 13, 2014",377.92
1292,"Oct 12, 2014",362.61
1293,"Oct 11, 2014",361.36
1294,"Oct 10, 2014",364.69
1295,"Oct 09, 2014",352.75
1296,"Oct 08, 2014",336.12
1297,"Oct 07, 2014",330.58
1298,"Oct 06, 2014",320.39
1299,"Oct 05, 2014",328.92
1300,"Oct 04, 2014",359.89
1301,"Oct 03, 2014",375.18
1302,"Oct 02, 2014",383.99
1303,"Oct 01, 2014",387.43
1304,"Sep 30, 2014",376.09
1305,"Sep 29, 2014",376.93
1306,"Sep 28, 2014",399.47
1307,"Sep 27, 2014",403.56
1308,"Sep 26, 2014",411.43
1309,"Sep 25, 2014",423.16
1310,"Sep 24, 2014",435.75
1311,"Sep 23, 2014",402.09
1312,"Sep 22, 2014",399.10
1313,"Sep 21, 2014",408.09
1314,"Sep 20, 2014",394.67
1315,"Sep 19, 2014",424.10
1316,"Sep 18, 2014",456.86
1317,"Sep 17, 2014",465.86
1318,"Sep 16, 2014",474.86
1319,"Sep 15, 2014",477.77
1320,"Sep 14, 2014",479.12
1321,"Sep 13, 2014",477.79
1322,"Sep 12, 2014",479.58
1323,"Sep 11, 2014",479.62
1324,"Sep 10, 2014",475.48
1325,"Sep 09, 2014",474.88
1326,"Sep 08, 2014",481.81
1327,"Sep 07, 2014",485.13
1328,"Sep 06, 2014",483.34
1329,"Sep 05, 2014",489.67
1330,"Sep 04, 2014",477.68
1331,"Sep 03, 2014",476.87
1332,"Sep 02, 2014",474.48
1333,"Sep 01, 2014",477.79
1334,"Aug 31, 2014",502.91
1335,"Aug 30, 2014",508.59
1336,"Aug 29, 2014",508.43
1337,"Aug 28, 2014",510.88
1338,"Aug 27, 2014",512.19
1339,"Aug 26, 2014",502.54
1340,"Aug 25, 2014",508.22
1341,"Aug 24, 2014",498.29
1342,"Aug 23, 2014",513.39
1343,"Aug 22, 2014",517.58
1344,"Aug 21, 2014",510.45
1345,"Aug 20, 2014",485.07
1346,"Aug 19, 2014",461.48
1347,"Aug 18, 2014",491.51
1348,"Aug 17, 2014",519.14
1349,"Aug 16, 2014",497.83
1350,"Aug 15, 2014",511.14
1351,"Aug 14, 2014",546.18
1352,"Aug 13, 2014",570.38
1353,"Aug 12, 2014",576.51
1354,"Aug 11, 2014",591.28
1355,"Aug 10, 2014",589.17
1356,"Aug 09, 2014",592.47
1357,"Aug 08, 2014",588.88
1358,"Aug 07, 2014",584.65
1359,"Aug 06, 2014",585.95
1360,"Aug 05, 2014",589.01
1361,"Aug 04, 2014",586.23
1362,"Aug 03, 2014",588.89
1363,"Aug 02, 2014",594.90
1364,"Aug 01, 2014",586.20
1365,"Jul 31, 2014",567.37
1366,"Jul 30, 2014",584.74
1367,"Jul 29, 2014",585.55
1368,"Jul 28, 2014",594.14
1369,"Jul 27, 2014",595.67
1370,"Jul 26, 2014",601.54
1371,"Jul 25, 2014",601.51
1372,"Jul 24, 2014",619.50
1373,"Jul 23, 2014",621.12
1374,"Jul 22, 2014",622.27
1375,"Jul 21, 2014",623.95
1376,"Jul 20, 2014",628.56
1377,"Jul 19, 2014",629.17
1378,"Jul 18, 2014",622.37
1379,"Jul 17, 2014",616.54
1380,"Jul 16, 2014",622.01
1381,"Jul 15, 2014",620.00
1382,"Jul 14, 2014",626.56
1383,"Jul 13, 2014",634.22
1384,"Jul 12, 2014",631.88
1385,"Jul 11, 2014",616.66
1386,"Jul 10, 2014",624.83
1387,"Jul 09, 2014",625.22
1388,"Jul 08, 2014",622.57
1389,"Jul 07, 2014",635.46
1390,"Jul 06, 2014",631.77
1391,"Jul 05, 2014",629.95
1392,"Jul 04, 2014",644.65
1393,"Jul 03, 2014",650.77
1394,"Jul 02, 2014",641.04
1395,"Jul 01, 2014",641.39
1396,"Jun 30, 2014",602.62
1397,"Jun 29, 2014",596.33
1398,"Jun 28, 2014",599.08
1399,"Jun 27, 2014",581.30
1400,"Jun 26, 2014",566.14
1401,"Jun 25, 2014",581.81
1402,"Jun 24, 2014",593.97
1403,"Jun 23, 2014",602.16
1404,"Jun 22, 2014",595.90
1405,"Jun 21, 2014",593.68
1406,"Jun 20, 2014",597.40
1407,"Jun 19, 2014",608.07
1408,"Jun 18, 2014",609.77
1409,"Jun 17, 2014",591.59
1410,"Jun 16, 2014",592.65
1411,"Jun 15, 2014",575.93
1412,"Jun 14, 2014",600.75
1413,"Jun 13, 2014",585.70
1414,"Jun 12, 2014",633.43
1415,"Jun 11, 2014",653.19
1416,"Jun 10, 2014",650.04
1417,"Jun 09, 2014",655.64
1418,"Jun 08, 2014",654.99
1419,"Jun 07, 2014",653.52
1420,"Jun 06, 2014",659.28
1421,"Jun 05, 2014",641.07
1422,"Jun 04, 2014",666.77
1423,"Jun 03, 2014",660.55
1424,"Jun 02, 2014",629.65
1425,"Jun 01, 2014",623.69
1426,"May 31, 2014",615.69
1427,"May 30, 2014",568.18
1428,"May 29, 2014",576.33
1429,"May 28, 2014",571.92
1430,"May 27, 2014",582.59
1431,"May 26, 2014",571.39
1432,"May 25, 2014",525.23
1433,"May 24, 2014",521.05
1434,"May 23, 2014",525.72
1435,"May 22, 2014",492.05
1436,"May 21, 2014",485.80
1437,"May 20, 2014",446.31
1438,"May 19, 2014",446.08
1439,"May 18, 2014",448.70
1440,"May 17, 2014",448.12
1441,"May 16, 2014",447.39
1442,"May 15, 2014",444.14
1443,"May 14, 2014",440.59
1444,"May 13, 2014",441.53
1445,"May 12, 2014",438.30
1446,"May 11, 2014",453.92
1447,"May 10, 2014",450.46
1448,"May 09, 2014",440.18
1449,"May 08, 2014",438.68
1450,"May 07, 2014",429.34
1451,"May 06, 2014",433.36
1452,"May 05, 2014",434.78
1453,"May 04, 2014",438.52
1454,"May 03, 2014",449.40
1455,"May 02, 2014",457.36
1456,"May 01, 2014",447.63
1457,"Apr 30, 2014",446.89
1458,"Apr 29, 2014",439.98
1459,"Apr 28, 2014",430.72
1460,"Apr 27, 2014",457.24
1461,"Apr 26, 2014",461.71
1462,"Apr 25, 2014",500.09
1463,"Apr 24, 2014",490.83
1464,"Apr 23, 2014",488.36
1465,"Apr 22, 2014",495.46
1466,"Apr 21, 2014",497.74
1467,"Apr 20, 2014",501.75
1468,"Apr 19, 2014",479.58
1469,"Apr 18, 2014",495.80
1470,"Apr 17, 2014",529.07
1471,"Apr 16, 2014",522.19
1472,"Apr 15, 2014",458.37
1473,"Apr 14, 2014",414.83
1474,"Apr 13, 2014",421.46
1475,"Apr 12, 2014",420.89
1476,"Apr 11, 2014",363.71
1477,"Apr 10, 2014",442.26
1478,"Apr 09, 2014",453.18
1479,"Apr 08, 2014",447.61
1480,"Apr 07, 2014",461.47
1481,"Apr 06, 2014",463.40
1482,"Apr 05, 2014",446.68
1483,"Apr 04, 2014",445.66
1484,"Apr 03, 2014",436.44
1485,"Apr 02, 2014",479.14
1486,"Apr 01, 2014",457.00
1487,"Mar 31, 2014",462.30
1488,"Mar 30, 2014",492.37
1489,"Mar 29, 2014",501.71
1490,"Mar 28, 2014",477.14
1491,"Mar 27, 2014",580.26
1492,"Mar 26, 2014",583.48
1493,"Mar 25, 2014",585.03
1494,"Mar 24, 2014",562.51
1495,"Mar 23, 2014",565.76
1496,"Mar 22, 2014",571.18
1497,"Mar 21, 2014",588.29
1498,"Mar 20, 2014",609.75
1499,"Mar 19, 2014",613.90
1500,"Mar 18, 2014",621.84
1501,"Mar 17, 2014",630.92
1502,"Mar 16, 2014",636.50
1503,"Mar 15, 2014",629.37
1504,"Mar 14, 2014",638.14
1505,"Mar 13, 2014",633.62
1506,"Mar 12, 2014",631.91
1507,"Mar 11, 2014",627.95
1508,"Mar 10, 2014",636.33
1509,"Mar 09, 2014",616.31
1510,"Mar 08, 2014",629.66
1511,"Mar 07, 2014",664.31
1512,"Mar 06, 2014",664.52
1513,"Mar 05, 2014",666.24
1514,"Mar 04, 2014",668.24
1515,"Mar 03, 2014",562.56
1516,"Mar 02, 2014",567.23
1517,"Mar 01, 2014",549.92
1518,"Feb 28, 2014",579.70
1519,"Feb 27, 2014",581.65
1520,"Feb 26, 2014",537.04
1521,"Feb 25, 2014",540.24
1522,"Feb 24, 2014",606.04
1523,"Feb 23, 2014",606.47
1524,"Feb 22, 2014",574.24
1525,"Feb 21, 2014",556.88
1526,"Feb 20, 2014",623.09
1527,"Feb 19, 2014",625.97
1528,"Feb 18, 2014",627.16
1529,"Feb 17, 2014",614.23
1530,"Feb 16, 2014",651.30
1531,"Feb 15, 2014",660.90
1532,"Feb 14, 2014",601.17
1533,"Feb 13, 2014",651.08
1534,"Feb 12, 2014",672.38
1535,"Feb 11, 2014",683.50
1536,"Feb 10, 2014",681.32
1537,"Feb 09, 2014",671.46
1538,"Feb 08, 2014",699.57
1539,"Feb 07, 2014",783.20
1540,"Feb 06, 2014",815.59
1541,"Feb 05, 2014",829.96
1542,"Feb 04, 2014",823.77
1543,"Feb 03, 2014",824.08
1544,"Feb 02, 2014",832.90
1545,"Feb 01, 2014",828.61
1546,"Jan 31, 2014",818.43
1547,"Jan 30, 2014",826.02
