Year	Month	Day	Avg
2016	10	1	612.585
2016	10	2	611.845
2016	10	3	611.5150000000001
2016	10	4	610.765
2016	10	5	611.7149999999999
2016	10	6	612.645
2016	10	7	614.865
2016	10	8	618.595
2016	10	9	617.905
2016	10	10	618.76
2016	10	11	630.29
2016	10	12	638.655
2016	10	13	636.9300000000001
2016	10	14	639.15
2016	10	15	639.745
2016	10	16	640.9
2016	10	17	640.495
2016	10	18	638.37
2016	10	19	633.44
2016	10	20	630.0899999999999
2016	10	21	632.3900000000001
2016	10	22	645.5250000000001
2016	10	23	657.51
2016	10	24	654.925
2016	10	25	659.06
2016	10	26	668.7049999999999
2016	10	27	683.315
2016	10	28	687.3
2016	10	29	705.2249999999999
2016	10	30	705.3
2016	10	31	700.4849999999999
2016	11	1	718.895
2016	11	2	731.59
2016	11	3	711.9649999999999
2016	11	4	696.2449999999999
2016	11	5	702.625
2016	11	6	706.91
2016	11	7	705.3199999999999
2016	11	8	707.69
2016	11	9	724.3299999999999
2016	11	10	717.115
2016	11	11	716.365
2016	11	12	710.595
2016	11	13	696.29
2016	11	14	703.045
2016	11	15	710.49
2016	11	16	728.3299999999999
2016	11	17	747.5799999999999
2016	11	18	744.885
2016	11	19	750.355
2016	11	20	736.71
2016	11	21	736.115
2016	11	22	745.2
2016	11	23	745.585
2016	11	24	740.1600000000001
2016	11	25	738.12
2016	11	26	735.9200000000001
2016	11	27	735.0550000000001
2016	11	28	735.245
2016	11	29	736.015
2016	11	30	742.0999999999999
2016	12	1	752.165
2016	12	2	769.425
2016	12	3	771.5550000000001
2016	12	4	771.015
2016	12	5	762.59
2016	12	6	762.1700000000001
2016	12	7	765.645
2016	12	8	770.325
2016	12	9	772.0899999999999
2016	12	10	775.0
2016	12	11	770.105
2016	12	12	775.98
2016	12	13	783.21
2016	12	14	779.435
2016	12	15	779.62
2016	12	16	781.995
2016	12	17	788.685
2016	12	18	791.385
2016	12	19	791.965
2016	12	20	796.4200000000001
2016	12	21	816.845
2016	12	22	854.9649999999999
2016	12	23	894.9
2016	12	24	904.9100000000001
2016	12	25	881.035
2016	12	26	905.04
2016	12	27	922.155
2016	12	28	955.375
2016	12	29	966.95
2016	12	30	953.685
2016	12	31	955.49
2017	1	1	980.8900000000001
2017	1	2	1014.0450000000001
2017	1	3	1032.84
2017	1	4	1101.91
2017	1	5	1050.76
2017	1	6	965.375
2017	1	7	866.075
2017	1	8	914.985
2017	1	9	896.75
2017	1	10	907.9649999999999
2017	1	11	841.11
2017	1	12	791.005
2017	1	13	804.5
2017	1	14	823.7750000000001
2017	1	15	818.0899999999999
2017	1	16	827.4
2017	1	17	870.68
2017	1	18	887.9
2017	1	19	894.475
2017	1	20	893.2049999999999
2017	1	21	911.4549999999999
2017	1	22	917.545
2017	1	23	922.505
2017	1	24	908.22
2017	1	25	897.47
2017	1	26	910.7750000000001
2017	1	27	919.5350000000001
2017	1	28	921.8599999999999
2017	1	29	921.285
2017	1	30	921.26
2017	1	31	946.49
2017	2	1	979.925
2017	2	2	998.37
2017	2	3	1021.3299999999999
2017	2	4	1030.53
2017	2	5	1033.0
2017	2	6	1036.4
2017	2	7	1051.035
2017	2	8	1058.23
2017	2	9	1021.165
2017	2	10	972.8
2017	2	11	996.06
2017	2	12	1000.8399999999999
2017	2	13	989.05
2017	2	14	998.99
2017	2	15	1005.21
2017	2	16	1020.51
2017	2	17	1039.4050000000002
2017	2	18	1054.03
2017	2	19	1050.135
2017	2	20	1061.0900000000001
2017	2	21	1097.0900000000001
2017	2	22	1112.97
2017	2	23	1146.79
2017	2	24	1166.1750000000002
2017	2	25	1149.7199999999998
2017	2	26	1148.835
2017	2	27	1172.68
2017	2	28	1182.5349999999999
2017	3	1	1201.095
2017	3	2	1238.875
2017	3	3	1265.51
2017	3	4	1254.955
2017	3	5	1252.675
2017	3	6	1270.3
2017	3	7	1240.175
2017	3	8	1190.12
2017	3	9	1169.345
2017	3	10	1173.8600000000001
2017	3	11	1155.0749999999998
2017	3	12	1201.17
2017	3	13	1227.1999999999998
2017	3	14	1232.7649999999999
2017	3	15	1245.6799999999998
2017	3	16	1205.21
2017	3	17	1139.865
2017	3	18	1035.865
2017	3	19	1023.32
2017	3	20	1049.855
2017	3	21	1088.895
2017	3	22	1067.43
2017	3	23	1043.47
2017	3	24	987.415
2017	3	25	939.735
2017	3	26	981.075
2017	3	27	1009.19
2017	3	28	1046.19
2017	3	29	1035.505
2017	3	30	1034.665
2017	3	31	1050.7800000000002
2017	4	1	1076.405
2017	4	2	1091.52
2017	4	3	1127.345
2017	4	4	1138.48
2017	4	5	1124.3600000000001
2017	4	6	1157.09
2017	4	7	1174.9850000000001
2017	4	8	1173.78
2017	4	9	1184.5349999999999
2017	4	10	1184.69
2017	4	11	1197.7649999999999
2017	4	12	1201.95
2017	4	13	1181.165
2017	4	14	1175.295
2017	4	15	1176.48
2017	4	16	1179.915
2017	4	17	1183.775
2017	4	18	1205.67
2017	4	19	1210.295
2017	4	20	1224.6
2017	4	21	1225.75
2017	4	22	1222.0149999999999
2017	4	23	1218.0700000000002
2017	4	24	1230.285
2017	4	25	1258.775
2017	4	26	1280.38
2017	4	27	1300.5
2017	4	28	1311.8249999999998
2017	4	29	1321.205
2017	4	30	1331.415
2017	5	1	1391.31
2017	5	2	1444.795
2017	5	3	1470.13
2017	5	4	1549.815
2017	5	5	1574.17
2017	5	6	1560.65
2017	5	7	1578.24
2017	5	8	1660.135
2017	5	9	1774.895
2017	5	10	1753.77
2017	5	11	1814.6399999999999
2017	5	12	1775.08
2017	5	13	1732.0349999999999
2017	5	14	1804.02
2017	5	15	1760.67
2017	5	16	1736.24
2017	5	17	1762.98
2017	5	18	1855.8
2017	5	19	1947.385
2017	5	20	2029.825
2017	5	21	2078.29
2017	5	22	2160.885
2017	5	23	2249.66
2017	5	24	2422.545
2017	5	25	2524.505
2017	5	26	2322.89
2017	5	27	2058.015
2017	5	28	2160.71
2017	5	29	2207.11
2017	5	30	2213.2650000000003
2017	5	31	2228.325
2017	6	1	2368.3599999999997
2017	6	2	2430.9350000000004
2017	6	3	2502.74
2017	6	4	2519.215
2017	6	5	2598.515
2017	6	6	2845.375
2017	6	7	2784.9700000000003
2017	6	8	2743.125
2017	6	9	2848.665
2017	6	10	2848.77
2017	6	11	2918.565
2017	6	12	2757.91
2017	6	13	2719.71
2017	6	14	2599.885
2017	6	15	2373.835
2017	6	16	2462.535
2017	6	17	2585.075
2017	6	18	2589.215
2017	6	19	2605.94
2017	6	20	2676.635
2017	6	21	2716.205
2017	6	22	2683.05
2017	6	23	2735.77
2017	6	24	2670.565
2017	6	25	2617.19
2017	6	26	2495.77
2017	6	27	2442.72
2017	6	28	2544.2
2017	6	29	2549.6549999999997
2017	6	30	2518.84
2017	7	1	2467.25
2017	7	2	2454.5600000000004
2017	7	3	2537.7349999999997
2017	7	4	2595.4700000000003
2017	7	5	2580.6000000000004
2017	7	6	2599.205
2017	7	7	2707.505
2017	7	8	2531.825
2017	7	9	2576.54
2017	7	10	2429.145
2017	7	11	2355.14
2017	7	12	2349.425
2017	7	13	2383.0249999999996
2017	7	14	2273.2349999999997
2017	7	15	2110.775
2017	7	16	1950.9
2017	7	17	2081.555
2017	7	18	2276.19
2017	7	19	2328.7
2017	7	20	2585.295
2017	7	21	2730.13
2017	7	22	2760.065
2017	7	23	2743.06
2017	7	24	2738.2250000000004
2017	7	25	2624.52
2017	7	26	2530.78
2017	7	27	2611.33
2017	7	28	2788.59
2017	7	29	2750.78
2017	7	30	2701.69
2017	7	31	2805.115
2017	8	1	2803.48
2017	8	2	2715.5600000000004
2017	8	3	2749.225
2017	8	4	2821.5249999999996
2017	8	5	3082.42
2017	8	6	3224.4449999999997
2017	8	7	3289.285
2017	8	8	3415.34
2017	8	9	3335.215
2017	8	10	3386.46
2017	8	11	3525.92
2017	8	12	3781.81
2017	8	13	4033.0950000000003
2017	8	14	4157.145
2017	8	15	4181.075
2017	8	16	4187.825
2017	8	17	4364.205
2017	8	18	4192.765
2017	8	19	4106.905000000001
2017	8	20	4133.085
2017	8	21	4048.87
2017	8	22	3901.67
2017	8	23	4167.094999999999
2017	8	24	4253.325000000001
2017	8	25	4381.525
2017	8	26	4324.4
2017	8	27	4366.9400000000005
2017	8	28	4314.285
2017	8	29	4488.905000000001
2017	8	30	4548.965
2017	8	31	4642.725
2017	9	1	4785.27
2017	9	2	4722.139999999999
2017	9	3	4565.835
2017	9	4	4350.014999999999
2017	9	5	4212.975
2017	9	6	4496.92
2017	9	7	4573.1849999999995
2017	9	8	4368.09
2017	9	9	4211.465
2017	9	10	4098.24
2017	9	11	4180.535
2017	9	12	4214.9349999999995
2017	9	13	3960.95
2017	9	14	3537.23
2017	9	15	3340.035
2017	9	16	3648.315
2017	9	17	3555.225
2017	9	18	3835.16
2017	9	19	3981.4700000000003
2017	9	20	3944.56
2017	9	21	3765.025
2017	9	22	3655.9
2017	9	23	3706.895
2017	9	24	3731.525
2017	9	25	3815.915
2017	9	26	3919.895
2017	9	27	4047.4350000000004
2017	9	28	4194.505
2017	9	29	4126.96
2017	9	30	4259.645
2017	10	1	4336.775
2017	10	2	4423.844999999999
2017	10	3	4345.68
2017	10	4	4281.365
2017	10	5	4263.345
2017	10	6	4366.9
2017	10	7	4382.465
2017	10	8	4514.89
2017	10	9	4721.48
2017	10	10	4843.635
2017	10	11	4812.68
2017	10	12	5134.455
2017	10	13	5638.575000000001
2017	10	14	5714.67
2017	10	15	5665.545
2017	10	16	5660.219999999999
2017	10	17	5636.535
2017	10	18	5377.629999999999
2017	10	19	5637.705
2017	10	20	5843.67
2017	10	21	6079.975
2017	10	22	5934.3
2017	10	23	5904.030000000001
2017	10	24	5719.85
2017	10	25	5576.105
2017	10	26	5849.01
2017	10	27	5858.605
2017	10	28	5782.955
2017	10	29	5990.145
2017	10	30	6127.92
2017	10	31	6286.88
2017	11	1	6572.595
2017	11	2	7063.025
2017	11	3	7232.115
2017	11	4	7262.07
2017	11	5	7475.334999999999
2017	11	6	7226.540000000001
2017	11	7	7138.21
2017	11	8	7445.22
2017	11	9	7274.175
2017	11	10	6874.4349999999995
2017	11	11	6538.6849999999995
2017	11	12	6072.030000000001
2017	11	13	6327.74
2017	11	14	6613.365
2017	11	15	6988.505
2017	11	16	7571.98
2017	11	17	7782.84
2017	11	18	7674.215
2017	11	19	7898.005
2017	11	20	8143.110000000001
2017	11	21	8055.6849999999995
2017	11	22	8188.865
2017	11	23	8153.085
2017	11	24	8157.545
2017	11	25	8491.035
2017	11	26	9149.26
2017	11	27	9585.535
2017	11	28	9931.0
2017	11	29	10559.215
2017	11	30	10001.525
2017	12	1	10370.675
2017	12	2	11112.650000000001
2017	12	3	11360.35
2017	12	4	11369.5
2017	12	5	11818.3
2017	12	6	13146.25
2017	12	7	15978.5
2017	12	8	16345.150000000001
2017	12	9	15228.95
2017	12	10	14538.6
2017	12	11	16459.35
2017	12	12	17176.699999999997
2017	12	13	16846.4
2017	12	14	16635.85
2017	12	15	17377.699999999997
2017	12	16	18616.0
2017	12	17	19531.55
2017	12	18	18863.45
2017	12	19	18226.6
2017	12	20	17006.2
2017	12	21	16455.2
2017	12	22	13888.2
2017	12	23	14716.0
2017	12	24	13686.85
2017	12	25	14020.95
2017	12	26	15245.05
2017	12	27	16022.6
2017	12	28	14912.849999999999
2017	12	29	14793.0
2017	12	30	13516.0
2017	12	31	13566.5
2018	1	1	13633.45
2018	1	2	14304.1
2018	1	3	15208.65
2018	1	4	15130.95
2018	1	5	16454.0
2018	1	6	17238.5
2018	1	7	16833.65
2018	1	8	15373.050000000001
2018	1	9	14960.75
2018	1	10	14332.25
2018	1	11	14062.349999999999
2018	1	12	13694.0
2018	1	13	14305.95
2018	1	14	13889.9
2018	1	15	14043.6
2018	1	16	12019.0
2018	1	17	10540.145
2018	1	18	11524.9
2018	1	19	11582.45
2018	1	20	12379.6
2018	1	21	12092.05
2018	1	22	11103.3
2018	1	23	10753.650000000001
2018	1	24	11070.599999999999
2018	1	25	11421.55
2018	1	26	11063.5
2018	1	27	11302.05
2018	1	28	11757.8
2018	1	29	11527.400000000001
2018	1	30	10671.7
2018	1	31	10079.51
2018	2	1	9550.54
2018	2	2	8469.385
2018	2	3	8841.189999999999
2018	2	4	8683.045
2018	2	5	7560.76
2018	2	6	6949.48
2018	2	7	7872.950000000001
2018	2	8	8098.3150000000005
2018	2	9	8310.845
2018	2	10	8709.009999999998
2018	2	11	8273.615
2018	2	12	8563.675
2018	2	13	8706.939999999999
2018	2	14	9059.23
2018	2	15	9815.189999999999
2018	2	16	10074.46
2018	2	17	10644.45
2018	2	18	10837.9
2018	2	19	10893.5
2018	2	20	11595.15
2018	2	21	10948.8
2018	2	22	10489.095000000001
2018	2	23	10110.93
2018	2	24	10072.085
2018	2	25	9665.14
2018	2	26	9988.365
2018	2	27	10562.3
2018	2	28	10741.45
2018	3	1	10702.5
2018	3	2	11019.55
2018	3	3	11265.3
2018	3	4	11324.35
2018	3	5	11574.0
2018	3	6	11097.2
2018	3	7	10310.810000000001
2018	3	8	9741.635
2018	3	9	8989.69
2018	3	10	9179.895
2018	3	11	9159.505000000001
2018	3	12	9446.965
2018	3	13	9214.285
2018	3	14	8712.220000000001
2018	3	15	8105.700000000001
2018	3	16	8295.23
2018	3	17	8079.675
2018	3	18	7821.75
2018	3	19	8429.135
2018	3	20	8720.455
2018	3	21	9011.85
2018	3	22	8832.805
2018	3	23	8620.12
2018	3	24	8830.94
2018	3	25	8565.555
2018	3	26	8225.755000000001
2018	3	27	8015.030000000001
2018	3	28	7966.030000000001
2018	3	29	7537.855
2018	3	30	6980.295
2018	3	31	7035.685
2018	4	1	6793.91
2018	4	2	6976.025
2018	4	3	7301.715
2018	4	4	7136.88
2018	4	5	6789.3099999999995
2018	4	6	6716.245
2018	4	7	6840.525
2018	4	8	7015.77
2018	4	9	6920.049999999999
2018	4	10	6788.28
2018	4	11	6892.955
2018	4	12	7352.87
2018	4	13	7971.445
2018	4	14	7993.355
2018	4	15	8168.875
2018	4	16	8148.44
2018	4	17	8083.84
2018	4	18	8041.905
2018	4	19	8218.735
2018	4	20	8562.385
2018	4	21	8824.86
2018	4	22	8890.625
2018	4	23	8873.68
2018	4	24	9330.220000000001
2018	4	25	9272.58
2018	4	26	9004.3
