Date	Avg
Oct 12, 2017	5134.455
Oct 13, 2017	5638.575000000001
Oct 14, 2017	5714.67
Oct 15, 2017	5665.545
Oct 16, 2017	5660.219999999999
Oct 17, 2017	5636.535
Oct 18, 2017	5377.629999999999
Oct 19, 2017	5637.705
Oct 20, 2017	5843.67
Oct 21, 2017	6079.975
Oct 22, 2017	5934.3
Oct 23, 2017	5904.030000000001
Oct 24, 2017	5719.85
Oct 25, 2017	5576.105
Oct 26, 2017	5849.01
Oct 27, 2017	5858.605
Oct 28, 2017	5782.955
Oct 29, 2017	5990.145
Oct 30, 2017	6127.92
Oct 31, 2017	6286.88
Nov 01, 2017	6572.595
Nov 02, 2017	7063.025
Nov 03, 2017	7232.115
Nov 04, 2017	7262.07
Nov 05, 2017	7475.334999999999
Nov 06, 2017	7226.540000000001
Nov 07, 2017	7138.21
Nov 08, 2017	7445.22
Nov 09, 2017	7274.175
Nov 10, 2017	6874.4349999999995
Nov 11, 2017	6538.6849999999995
Nov 12, 2017	6072.030000000001
Nov 13, 2017	6327.74
Nov 14, 2017	6613.365
Nov 15, 2017	6988.505
Nov 16, 2017	7571.98
Nov 17, 2017	7782.84
Nov 18, 2017	7674.215
Nov 19, 2017	7898.005
Nov 20, 2017	8143.110000000001
Nov 21, 2017	8055.6849999999995
Nov 22, 2017	8188.865
Nov 23, 2017	8153.085
Nov 24, 2017	8157.545
Nov 25, 2017	8491.035
Nov 26, 2017	9149.26
Nov 27, 2017	9585.535
Nov 28, 2017	9931.0
Nov 29, 2017	10559.215
Nov 30, 2017	10001.525
Dec 01, 2017	10370.675
Dec 02, 2017	11112.650000000001
Dec 03, 2017	11360.35
Dec 04, 2017	11369.5
Dec 05, 2017	11818.3
Dec 06, 2017	13146.25
Dec 07, 2017	15978.5
Dec 08, 2017	16345.150000000001
Dec 09, 2017	15228.95
Dec 10, 2017	14538.6
Dec 11, 2017	16459.35
Dec 12, 2017	17176.699999999997
Dec 13, 2017	16846.4
Dec 14, 2017	16635.85
Dec 15, 2017	17377.699999999997
Dec 16, 2017	18616.0
Dec 17, 2017	19531.55
Dec 18, 2017	18863.45
Dec 19, 2017	18226.6
Dec 20, 2017	17006.2
Dec 21, 2017	16455.2
Dec 22, 2017	13888.2
Dec 23, 2017	14716.0
Dec 24, 2017	13686.85
Dec 25, 2017	14020.95
Dec 26, 2017	15245.05
Dec 27, 2017	16022.6
Dec 28, 2017	14912.849999999999
Dec 29, 2017	14793.0
Dec 30, 2017	13516.0
Dec 31, 2017	13566.5
Jan 01, 2018	13633.45
Jan 02, 2018	14304.1
Jan 03, 2018	15208.65
Jan 04, 2018	15130.95
Jan 05, 2018	16454.0
Jan 06, 2018	17238.5
Jan 07, 2018	16833.65
Jan 08, 2018	15373.050000000001
Jan 09, 2018	14960.75
Jan 10, 2018	14332.25
Jan 11, 2018	14062.349999999999
Jan 12, 2018	13694.0
Jan 13, 2018	14305.95
Jan 14, 2018	13889.9
Jan 15, 2018	14043.6
Jan 16, 2018	12019.0
Jan 17, 2018	10540.145
Jan 18, 2018	11524.9
Jan 19, 2018	11582.45
Jan 20, 2018	12379.6
Jan 21, 2018	12092.05
Jan 22, 2018	11103.3
Jan 23, 2018	10753.650000000001
Jan 24, 2018	11070.599999999999
Jan 25, 2018	11421.55
Jan 26, 2018	11063.5
Jan 27, 2018	11302.05
Jan 28, 2018	11757.8
Jan 29, 2018	11527.400000000001
Jan 30, 2018	10671.7
Jan 31, 2018	10079.51
Feb 01, 2018	9550.54
Feb 02, 2018	8469.385
Feb 03, 2018	8841.189999999999
Feb 04, 2018	8683.045
Feb 05, 2018	7560.76
Feb 06, 2018	6949.48
Feb 07, 2018	7872.950000000001
Feb 08, 2018	8098.3150000000005
Feb 09, 2018	8310.845
Feb 10, 2018	8709.009999999998
Feb 11, 2018	8273.615
Feb 12, 2018	8563.675
Feb 13, 2018	8706.939999999999
Feb 14, 2018	9059.23
Feb 15, 2018	9815.189999999999
Feb 16, 2018	10074.46
Feb 17, 2018	10644.45
Feb 18, 2018	10837.9
Feb 19, 2018	10893.5
Feb 20, 2018	11595.15
Feb 21, 2018	10948.8
Feb 22, 2018	10489.095000000001
Feb 23, 2018	10110.93
Feb 24, 2018	10072.085
Feb 25, 2018	9665.14
Feb 26, 2018	9988.365
Feb 27, 2018	10562.3
Feb 28, 2018	10741.45
Mar 01, 2018	10702.5
Mar 02, 2018	11019.55
Mar 03, 2018	11265.3
Mar 04, 2018	11324.35
Mar 05, 2018	11574.0
Mar 06, 2018	11097.2
Mar 07, 2018	10310.810000000001
Mar 08, 2018	9741.635
Mar 09, 2018	8989.69
Mar 10, 2018	9179.895
Mar 11, 2018	9159.505000000001
Mar 12, 2018	9446.965
Mar 13, 2018	9214.285
Mar 14, 2018	8712.220000000001
Mar 15, 2018	8105.700000000001
Mar 16, 2018	8295.23
Mar 17, 2018	8079.675
Mar 18, 2018	7821.75
Mar 19, 2018	8429.135
Mar 20, 2018	8720.455
Mar 21, 2018	9011.85
Mar 22, 2018	8832.805
Mar 23, 2018	8620.12
Mar 24, 2018	8830.94
Mar 25, 2018	8565.555
Mar 26, 2018	8225.755000000001
Mar 27, 2018	8015.030000000001
Mar 28, 2018	7966.030000000001
Mar 29, 2018	7537.855
Mar 30, 2018	6980.295
Mar 31, 2018	7035.685
Apr 01, 2018	6793.91
Apr 02, 2018	6976.025
Apr 03, 2018	7301.715
Apr 04, 2018	7136.88
Apr 05, 2018	6789.3099999999995
Apr 06, 2018	6716.245
Apr 07, 2018	6840.525
Apr 08, 2018	7015.77
Apr 09, 2018	6920.049999999999
Apr 10, 2018	6788.28
Apr 11, 2018	6892.955
Apr 12, 2018	7352.87
Apr 13, 2018	7971.445
Apr 14, 2018	7993.355
Apr 15, 2018	8168.875
Apr 16, 2018	8148.44
Apr 17, 2018	8083.84
Apr 18, 2018	8041.905
Apr 19, 2018	8218.735
Apr 20, 2018	8562.385
Apr 21, 2018	8824.86
Apr 22, 2018	8890.625
Apr 23, 2018	8873.68
Apr 24, 2018	9330.220000000001
Apr 25, 2018	9272.58
Apr 26, 2018	9004.3
